Name;chrom;start;end;position;peakheight;nc;occ;fuzziness
N15:457292;chr15;457219;457365;"+5:YOR070C; ";3,98;5;59;19,69
N15:457449;chr15;457376;457522;"+4:YOR070C; ";3,96;4;100;2,708
N15:457612;chr15;457539;457685;"+3:YOR070C; ";5,95;6;100;2,317
N15:457781;chr15;457708;457854;"+2:YOR070C; ";5,38;6;100;8,819
N15:457967;chr15;457894;458040;"+1:YOR070C; -1:CUT378; ";5,06;6;87,5;11,535
N15:458226;chr15;458153;458299;"-1:YOR070C; +1:CUT378; ";4,14;5;100;12,923
N15:458392;chr15;458319;458465;"+2:CUT378; ";4,77;6;99,25;20,52
N15:458579;chr15;458506;458652;"+3*:CUT378; ";3,99;6;83,5;18,055
N15:458736;chr15;458663;458809;"+17*:YOR071C; ";3,22;4;72,5;14,796
N15:458914;chr15;458841;458987;"+16:YOR071C; ";5,56;6;100;7,294
N15:459066;chr15;458993;459139;"+15:YOR071C; ";3,79;4;100;6,481
N15:459377;chr15;459304;459450;"+13:YOR071C; ";3,00;5;88,33;32,992
N15:459653;chr15;459580;459726;"+11:YOR071C; ";2,34;5;100;42,787
N15:459937;chr15;459864;460010;"+9:YOR071C; ";2,89;5;99,67;47,217
N15:460274;chr15;460201;460347;"+7:YOR071C; ";2,81;3;100;7,55
N15:460445;chr15;460372;460518;"+6:YOR071C; ";2,74;5;100;22,83
N15:460617;chr15;460544;460690;"+5:YOR071C; ";3,82;5;100;40,755
N15:460818;chr15;460745;460891;"+4:YOR071C; ";2,24;4;100;27,536
N15:460970;chr15;460897;461043;"+3:YOR071C; ";2,97;5;100;44,266
N15:461174;chr15;461101;461247;"+2:YOR071C; ";1,93;3;97;35,218
N15:461349;chr15;461276;461422;"+1:YOR071C; ";1,01;2;70;35,355
N15:461558;chr15;461485;461631;"0:YOR071C; ";4,59;6;100;17,14
N15:461737;chr15;461664;461810;"-1:YOR071C; ";4,12;5;97;13,813
N15:461891;chr15;461818;461964;;1,80;3;88;25,325
N15:462068;chr15;461995;462141;;3,03;6;79,5;32,245
N15:462321;chr15;462248;462394;;2,01;4;100;33,44
N15:462594;chr15;462521;462667;"0:CUT379; ";3,76;5;97;20,84
N15:462755;chr15;462682;462828;"+1:CUT379; ";3,46;4;100;10,954
N15:463003;chr15;462930;463076;"+3:CUT379; ";3,44;4;78;11,325
N15:463170;chr15;463097;463243;"+4:CUT379; ";5,59;6;100;7,111
N15:463358;chr15;463285;463431;"+5*:CUT379; ";3,73;4;100;7,411
N15:463566;chr15;463493;463639;;2,10;5;81;36,362
N15:463740;chr15;463667;463813;;4,22;6;99,25;30,853
N15:463900;chr15;463827;463973;;3,83;5;100;24,052
N15:464121;chr15;464048;464194;"-1:YOR072W-B; ";2,78;5;89;26,042
N15:464315;chr15;464242;464388;"0:YOR072W-B; ";4,58;5;74,67;8,106
N15:464552;chr15;464479;464625;"+2:YOR072W-B; -1:YOR073W; ";2,56;3;64;12,097
N15:464760;chr15;464687;464833;"+3*:YOR072W-B; +1:YOR073W; ";5,39;6;100;8,864
N15:464920;chr15;464847;464993;"+2:YOR073W; ";3,94;4;100;3,317
N15:465076;chr15;465003;465149;"+3:YOR073W; ";2,86;4;42;16,741
N15:465246;chr15;465173;465319;"+4:YOR073W; ";4,59;6;90;15,132
N15:465417;chr15;465344;465490;"+5:YOR073W; ";5,18;6;100;10,464
N15:465716;chr15;465643;465789;"+7:YOR073W; ";5,19;6;91,75;10,577
N15:465895;chr15;465822;465968;"+8:YOR073W; ";4,98;6;78,75;14,408
N15:466048;chr15;465975;466121;"+9:YOR073W; ";3,17;4;89;15,108
N15:466350;chr15;466277;466423;"+11:YOR073W; ";2,31;5;51,33;33,946
N15:466506;chr15;466433;466579;"+7*:YOR074C; +12*:YOR073W; ";1,67;3;100;27,154
N15:466924;chr15;466851;466997;"+5:YOR074C; ";4,49;5;100;9,072
N15:467091;chr15;467018;467164;"+4:YOR074C; ";4,85;6;100;12,644
N15:467261;chr15;467188;467334;"+3:YOR074C; ";4,81;5;100;5,357
N15:467435;chr15;467362;467508;"+2:YOR074C; ";4,41;5;100;29,392
N15:467606;chr15;467533;467679;"+1:YOR074C; ";4,84;6;94,75;18,247
N15:467835;chr15;467762;467908;"-1:YOR074C; ";3,37;5;95,67;20,487
N15:467990;chr15;467917;468063;"-1:YOR075W; ";4,52;5;99;9,121
N15:468222;chr15;468149;468295;"+1:YOR075W; ";5,39;6;100;8,909
N15:468383;chr15;468310;468456;"+2:YOR075W; ";3,10;4;61,5;14,454
N15:468552;chr15;468479;468625;"+3:YOR075W; ";4,46;6;96,75;16,589
N15:468713;chr15;468640;468786;"+4:YOR075W; ";3,67;4;50,5;8,347
N15:468897;chr15;468824;468970;"+5:YOR075W; ";4,86;6;100;13,428
N15:469072;chr15;468999;469145;"+6:YOR075W; ";3,57;4;80,5;9,381
N15:469219;chr15;469146;469292;"+7*:YOR075W; ";3,06;4;73,33;14,637
N15:469429;chr15;469356;469502;"+15*:YOR076C; ";3,16;5;67;24,191
N15:469580;chr15;469507;469653;"+14:YOR076C; ";2,99;5;100;23,927
N15:469823;chr15;469750;469896;"+13:YOR076C; ";3,45;5;52,33;28,119
N15:470004;chr15;469931;470077;"+12:YOR076C; ";4,43;6;91,75;31,144
N15:470256;chr15;470183;470329;"+10:YOR076C; ";2,91;6;90,25;30,407
N15:470511;chr15;470438;470584;"+8:YOR076C; ";2,79;4;72,5;21,954
N15:470812;chr15;470739;470885;"+6:YOR076C; ";4,60;6;84,5;16,86
N15:471082;chr15;471009;471155;"+4:YOR076C; ";3,02;4;100;17,748
N15:471276;chr15;471203;471349;"+3:YOR076C; ";4,87;5;87;4,472
N15:471434;chr15;471361;471507;"+2:YOR076C; ";5,68;6;100;6,282
N15:471620;chr15;471547;471693;"+1:YOR076C; -1:YOR077W; ";5,46;6;100;8,727
N15:471910;chr15;471837;471983;"-1:YOR076C; +1:YOR077W; ";5,56;6;100;7,556
N15:472079;chr15;472006;472152;"+2:YOR077W; ";3,67;5;83;21,836
N15:472344;chr15;472271;472417;"+4:YOR077W; ";3,09;6;61,75;32,558
N15:472523;chr15;472450;472596;"-1:YOR078W; +5:YOR077W; ";1,99;3;89,5;33,808
N15:472733;chr15;472660;472806;"+1:YOR078W; +6*:YOR077W; ";4,89;6;100;12,781
N15:472897;chr15;472824;472970;"+2:YOR078W; ";5,22;6;100;10,167
N15:473049;chr15;472976;473122;"+3:YOR078W; ";4,52;5;90,67;8,701
N15:473327;chr15;473254;473400;"+5*:YOR078W; ";2,46;4;89,5;20,591
N15:473547;chr15;473474;473620;;4,51;6;100;17,489
N15:473710;chr15;473637;473783;;4,31;6;94,75;17,328
N15:473893;chr15;473820;473966;"+4*:YOR079C; ";3,05;5;100;20,55
N15:474076;chr15;474003;474149;"+3:YOR079C; ";4,91;6;100;13,258
N15:474244;chr15;474171;474317;"+2:YOR079C; ";5,79;6;100;5,007
N15:474417;chr15;474344;474490;"-1:YOR080W; +1:YOR079C; ";5,45;6;100;8,335
N15:474641;chr15;474568;474714;"+1:YOR080W; -1:YOR079C; ";3,86;6;100;21,483
N15:474794;chr15;474721;474867;"+2:YOR080W; ";4,30;6;100;20,06
N15:474970;chr15;474897;475043;"+3:YOR080W; ";2,85;5;60;25,772
N15:475270;chr15;475197;475343;"+5:YOR080W; ";2,65;6;86,25;33,205
N15:475432;chr15;475359;475505;"+6:YOR080W; ";1,04;3;100;37,22
N15:475616;chr15;475543;475689;"+7:YOR080W; ";3,07;5;78,33;23,58
N15:475789;chr15;475716;475862;"+8*:YOR080W; ";4,03;6;100;17,27
N15:475958;chr15;475885;476031;;2,56;4;80,5;20,998
N15:476235;chr15;476162;476308;;2,60;4;94,5;34,939
N15:476502;chr15;476429;476575;;2,96;4;98,5;35,948
N15:476682;chr15;476609;476755;;5,82;6;100;4,676
N15:476839;chr15;476766;476912;"+15*:YOR081C; ";1,88;2;100;8,485
N15:477017;chr15;476944;477090;"+14:YOR081C; ";3,75;6;100;25,68
N15:477255;chr15;477182;477328;"+13:YOR081C; ";4,23;6;100;17,212
N15:477425;chr15;477352;477498;"+12:YOR081C; ";3,40;4;98,5;12,093
N15:477730;chr15;477657;477803;"+10:YOR081C; ";2,60;4;100;19,416
N15:477912;chr15;477839;477985;"+9:YOR081C; ";1,88;3;100;26,35
N15:478193;chr15;478120;478266;"+7:YOR081C; ";2,91;5;99;37,158
N15:478361;chr15;478288;478434;"+6:YOR081C; ";4,38;5;100;10,305
N15:478527;chr15;478454;478600;"+5:YOR081C; ";4,66;5;100;7,155
N15:478685;chr15;478612;478758;"+4:YOR081C; ";5,52;6;97,5;7,659
N15:478851;chr15;478778;478924;"+3:YOR081C; ";4,89;5;100;4,123
N15:479018;chr15;478945;479091;"+2:YOR081C; ";5,76;6;100;5,404
N15:479176;chr15;479103;479249;"+1:YOR081C; -1:YOR083W; ";5,59;6;100;7,223
N15:479359;chr15;479286;479432;"0:YOR081C; 0:YOR083W; ";2,82;3;100;7,371
N15:479512;chr15;479439;479585;"-1:YOR081C; +1:YOR083W; ";4,49;5;83,33;9,154
N15:479691;chr15;479618;479764;"+2:YOR083W; ";3,66;5;89;29,788
N15:479860;chr15;479787;479933;"+3:YOR083W; ";4,07;5;90,33;12,779
N15:480009;chr15;479936;480082;"+4:YOR083W; ";3,27;4;100;13,856
N15:480170;chr15;480097;480243;"+5:YOR083W; ";2,99;5;75;29,69
N15:480344;chr15;480271;480417;"-1:YOR084W; +6:YOR083W; ";3,25;5;64,33;20,72
N15:480547;chr15;480474;480620;"+1:YOR084W; +7:YOR083W; ";2,13;4;50,5;25,788
N15:480718;chr15;480645;480791;"+2:YOR084W; +8:YOR083W; ";2,94;4;66,67;26,92
N15:480891;chr15;480818;480964;"+3:YOR084W; +9:YOR083W; ";3,30;4;53,5;12,842
N15:481159;chr15;481086;481232;"+5:YOR084W; +11:YOR083W; ";3,42;5;94,33;21,466
N15:481365;chr15;481292;481438;"+6:YOR084W; +12:YOR083W; ";5,14;6;77,25;12,818
N15:481535;chr15;481462;481608;"+7:YOR084W; +13:YOR083W; ";4,60;5;78;7,855
N15:481697;chr15;481624;481770;"-1:YOR085W; +8:YOR084W; +14:YOR083W; ";5,41;6;97,25;8,981
N15:481858;chr15;481785;481931;"0:YOR085W; +9*:YOR084W; +15*:YOR083W; ";2,79;3;80,5;7,937
N15:482028;chr15;481955;482101;"+1:YOR085W; ";4,83;5;100;4,97
N15:482205;chr15;482132;482278;"+2:YOR085W; ";4,60;5;97,33;8,05
N15:482352;chr15;482279;482425;"+3:YOR085W; ";2,90;3;100;5,568
N15:482511;chr15;482438;482584;"+4:YOR085W; ";4,27;5;100;11,563
N15:482670;chr15;482597;482743;"+5:YOR085W; ";3,68;4;100;8,057
N15:482827;chr15;482754;482900;"+6:YOR085W; ";5,57;6;100;7,43
N15:483010;chr15;482937;483083;"+7*:YOR085W; ";4,58;6;83,5;14,926
N15:483231;chr15;483158;483304;"+24*:YOR086C; ";2,54;3;100;12,288
N15:483380;chr15;483307;483453;"+23:YOR086C; ";2,90;5;91,25;29,619
N15:483559;chr15;483486;483632;"+22:YOR086C; ";3,17;6;99,25;37,401
N15:483735;chr15;483662;483808;"+21:YOR086C; ";3,00;6;89;24,938
N15:484003;chr15;483930;484076;"+19:YOR086C; ";2,97;6;90,5;29,317
N15:484169;chr15;484096;484242;"+18:YOR086C; ";2,41;4;93,67;29,721
N15:484444;chr15;484371;484517;"+16:YOR086C; ";3,41;5;88,25;32,584
N15:484632;chr15;484559;484705;"+15:YOR086C; ";2,19;4;99;24,221
N15:484814;chr15;484741;484887;"+14:YOR086C; ";2,97;6;96,25;30,857
N15:485035;chr15;484962;485108;"+13:YOR086C; ";3,06;6;100;43,64
N15:485198;chr15;485125;485271;"+12:YOR086C; ";3,55;5;100;30,138
N15:485459;chr15;485386;485532;"+10:YOR086C; ";2,51;6;100;31,741
N15:485643;chr15;485570;485716;"+9:YOR086C; ";4,43;5;89;9,513
N15:485810;chr15;485737;485883;"+8:YOR086C; ";3,15;5;98,67;20,928
N15:486098;chr15;486025;486171;"+6:YOR086C; ";3,96;6;100;20,373
N15:486261;chr15;486188;486334;"+5:YOR086C; ";5,33;6;82;9,354
N15:486429;chr15;486356;486502;"+4:YOR086C; ";5,52;6;94,75;7,757
N15:486748;chr15;486675;486821;"+2:YOR086C; ";5,21;6;100;10,271
N15:486926;chr15;486853;486999;"+1:YOR086C; ";4,37;6;85,5;16,943
N15:487202;chr15;487129;487275;"-1:YOR086C; ";1,99;3;50,5;30,414
N15:487484;chr15;487411;487557;"-1:YOR087W; ";2,65;6;50,75;37,274
N15:487682;chr15;487609;487755;"+1:YOR087W; ";5,28;6;100;9,501
N15:487840;chr15;487767;487913;"+2:YOR087W; ";4,06;5;100;13,846
N15:488007;chr15;487934;488080;"+3:YOR087W; ";4,40;6;89,25;17,716
N15:488185;chr15;488112;488258;"+4:YOR087W; ";5,63;6;99,25;6,706
N15:488338;chr15;488265;488411;"+5:YOR087W; ";4,96;6;95,25;12,691
N15:488640;chr15;488567;488713;"+7:YOR087W; ";3,95;6;100;24,557
N15:488787;chr15;488714;488860;"+8:YOR087W; ";2,41;3;100;14,295
N15:488947;chr15;488874;489020;"+9:YOR087W; ";4,03;6;91,75;19,836
N15:489114;chr15;489041;489187;"+10:YOR087W; ";3,03;4;100;17,944
N15:489283;chr15;489210;489356;"+11:YOR087W; ";3,25;5;87;19,437
N15:489431;chr15;489358;489504;"+12:YOR087W; ";3,12;5;100;34,566
N15:489593;chr15;489520;489666;"+13*:YOR087W; ";3,28;6;95,5;25,68
N15:489982;chr15;489909;490055;;1,79;3;67;27,61
N15:490211;chr15;490138;490284;"+5*:YOR089C; ";2,18;6;89;34,718
N15:490373;chr15;490300;490446;"+4:YOR089C; ";3,31;4;100;12,148
N15:490678;chr15;490605;490751;"+2:YOR089C; ";4,74;5;100;6,34
N15:490834;chr15;490761;490907;"+1:YOR089C; ";4,89;6;78,5;17,919
N15:490984;chr15;490911;491057;"0:YOR089C; ";1,93;2;81;6,364
N15:491170;chr15;491097;491243;"-1:YOR089C; ";4,65;6;100;14,552
N15:491328;chr15;491255;491401;"+11*:YOR090C; ";4,82;5;100;5,215
N15:491499;chr15;491426;491572;"+10:YOR090C; ";4,92;6;100;12,178
N15:491663;chr15;491590;491736;"+9:YOR090C; ";3,84;5;81,67;14,983
N15:491826;chr15;491753;491899;"+8:YOR090C; ";2,04;3;100;23,516
N15:492103;chr15;492030;492176;"+6:YOR090C; ";3,60;6;80,75;32,134
N15:492401;chr15;492328;492474;"+4:YOR090C; ";3,39;6;91,75;32,723
N15:492727;chr15;492654;492800;"+2:YOR090C; ";4,99;6;100;11,535
N15:492905;chr15;492832;492978;"+1:YOR090C; ";3,58;5;80,33;18,325
N15:493141;chr15;493068;493214;"-1:YOR091W; -1:YOR090C; ";5,65;6;100;6,633
N15:493410;chr15;493337;493483;"+1:YOR091W; ";5,66;6;94,75;6,408
N15:493563;chr15;493490;493636;"+2:YOR091W; ";2,94;3;100;4,163
N15:493717;chr15;493644;493790;"+3:YOR091W; ";4,52;5;89;8,678
N15:493871;chr15;493798;493944;"+4:YOR091W; ";3,15;5;84,33;20,611
N15:494021;chr15;493948;494094;"+5:YOR091W; ";3,15;4;61;16,031
N15:494177;chr15;494104;494250;"+6:YOR091W; ";3,92;6;72,5;28,296
N15:494425;chr15;494352;494498;"+8*:YOR091W; +2*:SUT778; ";4,50;5;99;8,718
N15:494620;chr15;494547;494693;"+1:SUT778; ";2,88;4;54;20,791
N15:494807;chr15;494734;494880;"-1:SUT778; -1:YOR092W; ";5,51;6;100;7,765
N15:494974;chr15;494901;495047;"0:YOR092W; ";3,49;4;59,67;10,436
N15:495136;chr15;495063;495209;"+1:YOR092W; ";3,88;5;100;19,347
N15:495416;chr15;495343;495489;"+3:YOR092W; ";3,02;6;100;33,892
N15:495727;chr15;495654;495800;"+5:YOR092W; ";5,47;6;100;8,214
N15:495892;chr15;495819;495965;"+6:YOR092W; ";4,36;6;89,75;23,364
N15:496056;chr15;495983;496129;"+7:YOR092W; ";2,77;3;69;8,386
N15:496215;chr15;496142;496288;"+8:YOR092W; ";2,94;4;99,33;33,496
N15:496622;chr15;496549;496695;"+10:YOR092W; ";2,66;4;93;36,827
N15:496823;chr15;496750;496896;"+11*:YOR092W; ";3,33;5;94,67;24,399
N15:496977;chr15;496904;497050;;1,98;4;47,5;50,375
N15:497175;chr15;497102;497248;;1,00;2;-1;40,305
N15:497401;chr15;497328;497474;;1,25;2;-1;23,335
N15:497611;chr15;497538;497684;;4,20;5;61,33;13,031
N15:497762;chr15;497689;497835;;2,51;5;100;33,426
N15:497954;chr15;497881;498027;;3,17;5;100;21,64
N15:498175;chr15;498102;498248;;2,88;6;100;39,94
N15:498367;chr15;498294;498440;;2,39;5;78,33;37,246
N15:498550;chr15;498477;498623;;3,39;4;72,5;11,676
N15:498708;chr15;498635;498781;;2,40;5;87;39,411
N15:498977;chr15;498904;499050;;3,78;6;100;25,631
N15:499238;chr15;499165;499311;;4,59;6;80,75;14,949
N15:499419;chr15;499346;499492;;2,61;5;99;44,974
N15:499598;chr15;499525;499671;;5,09;6;100;11,321
N15:499809;chr15;499736;499882;;4,08;6;90,25;26,679
N15:499985;chr15;499912;500058;;3,20;5;74,67;29,69
N15:500266;chr15;500193;500339;;3,06;6;79,25;37,264
N15:500426;chr15;500353;500499;;3,53;6;99,25;23,662
N15:500654;chr15;500581;500727;;4,15;6;86,25;19,504
N15:500992;chr15;500919;501065;;3,22;6;94,75;38,972
N15:501183;chr15;501110;501256;;1,05;4;91;29,092
N15:501376;chr15;501303;501449;;2,76;4;97,5;17,861
N15:501676;chr15;501603;501749;;4,97;5;100;2,121
N15:501979;chr15;501906;502052;"+4:YOR093C; ";4,82;5;96,33;5,263
N15:502139;chr15;502066;502212;"+3:YOR093C; ";5,51;6;100;7,737
N15:502302;chr15;502229;502375;"+2:YOR093C; ";4,05;5;100;12,502
N15:502472;chr15;502399;502545;"+1:YOR093C; -1:YOR094W; ";5,81;6;100;4,792
N15:502746;chr15;502673;502819;"-1:YOR093C; +1:YOR094W; ";5,97;6;100;1,941
N15:502927;chr15;502854;503000;"+2:YOR094W; ";3,35;5;64,33;18,609
N15:503093;chr15;503020;503166;"+3:YOR094W; ";3,72;5;99;15,492
N15:503274;chr15;503201;503347;"+4*:YOR094W; ";3,28;5;100;21,993
N15:503579;chr15;503506;503652;"+6*:YOR095C; ";5,03;6;87,75;11,793
N15:503793;chr15;503720;503866;"+5:YOR095C; ";3,55;6;91,75;30,773
N15:504102;chr15;504029;504175;"+3:YOR095C; ";3,84;6;100;21,961
N15:504287;chr15;504214;504360;"+2:YOR095C; ";4,54;6;100;29,167
N15:504438;chr15;504365;504511;"+1:YOR095C; ";1,59;3;56;36,774
N15:504593;chr15;504520;504666;"0:YOR095C; ";1,59;3;89,5;41,741
N15:504757;chr15;504684;504830;"-1:YOR095C; ";5,48;6;100;7,985
N15:504924;chr15;504851;504997;;4,71;5;83,33;6,573
N15:505084;chr15;505011;505157;;5,24;6;95,5;10,198
N15:505279;chr15;505206;505352;;1,62;2;60;15,556
N15:505560;chr15;505487;505633;"-1:YOR096W; ";1,65;2;100;14,849
N15:505793;chr15;505720;505866;"+1:YOR096W; ";2,87;6;100;30,433
N15:506101;chr15;506028;506174;;3,55;6;59,25;42,571
N15:506385;chr15;506312;506458;;3,47;6;78;26,679
N15:506542;chr15;506469;506615;;4,14;6;77,25;17,952
N15:506819;chr15;506746;506892;"-1:SUT368; ";1,25;2;-1;23,335
N15:507049;chr15;506976;507122;"+4*:YOR097C; +1:SUT368; ";4,52;5;100;8,62
N15:507213;chr15;507140;507286;"+3:YOR097C; +2:SUT368; ";4,69;5;100;6,907
N15:507394;chr15;507321;507467;"+2:YOR097C; +3:SUT368; ";4,73;6;94,5;18,435
N15:507543;chr15;507470;507616;"+1:YOR097C; +4:SUT368; ";4,83;5;100;4,98
N15:507797;chr15;507724;507870;"-1:YOR097C; +6:SUT368; ";5,75;6;100;5,419
N15:507979;chr15;507906;508052;"+7*:SUT368; +21*:YOR098C; ";4,39;5;81,33;9,834
N15:508135;chr15;508062;508208;"+20:YOR098C; ";4,70;5;71,33;6,723
N15:508332;chr15;508259;508405;"+19:YOR098C; ";3,15;6;94,75;37,671
N15:508522;chr15;508449;508595;"+18:YOR098C; ";1,86;3;100;35,529
N15:508719;chr15;508646;508792;"+17:YOR098C; ";2,28;3;92;16,643
N15:509000;chr15;508927;509073;"+15:YOR098C; ";2,96;5;89,33;26,725
N15:509171;chr15;509098;509244;"+14:YOR098C; ";3,31;4;81;12,728
N15:509337;chr15;509264;509410;"+13:YOR098C; ";2,75;4;64,5;20,759
N15:509653;chr15;509580;509726;"+11:YOR098C; ";3,90;4;89,5;4,435
N15:509807;chr15;509734;509880;"+10:YOR098C; ";3,86;5;62,67;14,053
N15:510090;chr15;510017;510163;"+8:YOR098C; ";2,84;4;89,5;19,956
N15:510361;chr15;510288;510434;"+6:YOR098C; ";2,57;4;93;21,03
N15:510529;chr15;510456;510602;"+5:YOR098C; ";4,68;5;55;7,014
N15:510696;chr15;510623;510769;"+4:YOR098C; ";5,23;6;100;10,323
N15:510853;chr15;510780;510926;"+3:YOR098C; ";3,71;4;100;7,762
N15:511015;chr15;510942;511088;"+2:YOR098C; ";5,63;6;100;6,743
N15:511189;chr15;511116;511262;"+1:YOR098C; ";5,09;6;78,75;11,662
N15:511402;chr15;511329;511475;"-1:YOR098C; ";1,13;3;46;49,487
N15:511669;chr15;511596;511742;"0:YOR099W; ";2,68;4;52,67;29,833
N15:511906;chr15;511833;511979;"+2:YOR099W; ";4,22;6;94,5;18,148
N15:512077;chr15;512004;512150;"+3:YOR099W; ";5,17;6;99,25;11,221
N15:512240;chr15;512167;512313;"+4:YOR099W; ";3,78;5;93,33;20,037
N15:512402;chr15;512329;512475;"+5:YOR099W; ";3,88;5;92;21,396
N15:512564;chr15;512491;512637;"+6:YOR099W; ";4,22;6;88;21,438
N15:512740;chr15;512667;512813;"+7:YOR099W; ";1,04;4;89;49,686
N15:512911;chr15;512838;512984;"+8*:YOR099W; ";2,07;5;91,75;44,842
N15:513175;chr15;513102;513248;"+1:anti-YOR099W; +7*:YOR100C; ";3,72;6;96,5;20,617
N15:513363;chr15;513290;513436;"-1:anti-YOR099W; +6:YOR100C; ";4,28;6;91,25;30,993
N15:513526;chr15;513453;513599;"+5:YOR100C; ";5,44;6;91,75;8,39
N15:513705;chr15;513632;513778;"+4:YOR100C; ";3,98;5;80;13,791
N15:513867;chr15;513794;513940;"+3:YOR100C; ";4,39;6;100;17,539
N15:514038;chr15;513965;514111;"+2:YOR100C; ";2,59;6;92;33,519
N15:514238;chr15;514165;514311;"+1:YOR100C; ";4,70;6;100;13,732
N15:514412;chr15;514339;514485;"0:YOR100C; ";3,49;4;100;10,874
N15:514657;chr15;514584;514730;"-1:YOR100C; ";5,64;6;100;6,772
N15:514897;chr15;514824;514970;"-1:YOR101W; ";2,33;4;60;32,01
N15:515179;chr15;515106;515252;"+1:YOR101W; ";3,92;5;100;14,893
N15:515334;chr15;515261;515407;"+2:YOR101W; ";1,95;3;79;34,298
N15:515485;chr15;515412;515558;"+3:YOR101W; ";5,08;6;100;13,333
N15:515663;chr15;515590;515736;"+4:YOR101W; ";4,47;6;96;26,863
N15:515813;chr15;515740;515886;"+5:YOR101W; ";3,27;5;70,67;21,499
N15:515974;chr15;515901;516047;"+6:YOR101W; ";3,82;5;100;40,967
N15:516152;chr15;516079;516225;"+7:YOR101W; ";4,78;6;100;13,938
N15:516309;chr15;516236;516382;"+8*:YOR101W; ";4,69;6;71;13,862
N15:516497;chr15;516424;516570;"+3*:YOR103C; ";4,59;6;97,25;15,237
N15:516662;chr15;516589;516735;"+2:YOR103C; ";2,81;4;67;32,418
N15:516835;chr15;516762;516908;"+1:YOR103C; ";5,91;6;100;3,141
N15:517115;chr15;517042;517188;"-1:YOR103C; ";2,91;4;100;22,869
N15:517290;chr15;517217;517363;"-1:YOR104W; ";3,40;5;82,67;17,564
N15:517460;chr15;517387;517533;"+1:YOR104W; ";4,34;6;82,5;18,082
N15:517684;chr15;517611;517757;"+2:YOR104W; ";5,41;6;100;27,213
N15:517840;chr15;517767;517913;"+3:YOR104W; ";5,26;6;100;9,791
N15:518006;chr15;517933;518079;"+4:YOR104W; ";5,50;6;91,75;7,817
N15:518180;chr15;518107;518253;"+5:YOR104W; ";4,62;5;99,67;7,969
N15:518331;chr15;518258;518404;"+6:YOR104W; ";5,39;6;91,75;9,07
N15:518506;chr15;518433;518579;"+7:YOR104W; ";3,88;4;80,5;4,899
N15:518671;chr15;518598;518744;"+8:YOR104W; ";5,30;6;97,75;9,48
N15:518829;chr15;518756;518902;"+9*:YOR104W; -1:YOR106W; ";4,50;5;69,67;9,397
N15:519105;chr15;519032;519178;"+1:YOR106W; ";4,78;5;100;5,657
N15:519278;chr15;519205;519351;"+2:YOR106W; ";5,18;6;100;10,226
N15:519440;chr15;519367;519513;"+3:YOR106W; ";4,72;5;83;6,535
N15:519605;chr15;519532;519678;"+4:YOR106W; ";3,00;3;56;1
N15:519759;chr15;519686;519832;"+5:YOR106W; ";5,54;6;100;7,616
N15:519935;chr15;519862;520008;"+4*:CUT843; +6:YOR106W; ";4,00;6;89,5;26,139
N15:520248;chr15;520175;520321;"+2:CUT843; ";3,24;4;100;13,687
N15:520414;chr15;520341;520487;"+1:CUT843; ";4,81;6;91,75;12,922
N15:520577;chr15;520504;520650;"-1:CUT843; ";2,00;2;67;0,707
N15:520888;chr15;520815;520961;"0:YOR107W; ";2,75;4;100;27,343
N15:521043;chr15;520970;521116;"+1:YOR107W; ";4,69;5;78;6,964
N15:521208;chr15;521135;521281;"+2:YOR107W; ";5,78;6;100;5,099
N15:521406;chr15;521333;521479;"+3:YOR107W; ";4,61;6;100;17,512
N15:521581;chr15;521508;521654;"+4:YOR107W; ";3,64;4;100;8,694
N15:521739;chr15;521666;521812;"+5:YOR107W; +6*:SUT779; ";5,08;6;100;11,409
N15:521890;chr15;521817;521963;"+6:YOR107W; +5:SUT779; ";2,65;4;72,5;20,183
N15:522076;chr15;522003;522149;"+7:YOR107W; +4:SUT779; ";4,39;5;100;10,644
N15:522266;chr15;522193;522339;"+8:YOR107W; +3:SUT779; ";4,81;6;97,25;13,278
N15:522442;chr15;522369;522515;"+9:YOR107W; +2:SUT779; ";2,28;4;40;22,426
N15:522607;chr15;522534;522680;"+10*:YOR107W; +1:SUT779; ";1,90;3;80,5;25,942
N15:522764;chr15;522691;522837;"-1:SUT779; -1:YOR108W; ";1,39;2;100;20,506
N15:522994;chr15;522921;523067;"+1:YOR108W; ";3,17;5;85,33;29,619
N15:523150;chr15;523077;523223;"+2:YOR108W; ";2,99;6;91,75;28,687
N15:523457;chr15;523384;523530;"+4:YOR108W; ";4,65;5;70;7,497
N15:523617;chr15;523544;523690;"+5:YOR108W; ";5,34;6;81,5;9,218
N15:523771;chr15;523698;523844;"+6:YOR108W; ";3,36;4;100;12,606
N15:523922;chr15;523849;523995;"+7:YOR108W; ";4,23;6;91,75;26,364
N15:524087;chr15;524014;524160;"+8:YOR108W; ";3,29;5;87,33;22,323
N15:524250;chr15;524177;524323;"+9:YOR108W; ";4,42;5;100;9,524
N15:524399;chr15;524326;524472;"+10:YOR108W; ";2,23;4;67;24,268
N15:524552;chr15;524479;524625;"+11:YOR108W; ";5,04;6;87,25;11,303
N15:524728;chr15;524655;524801;"+12:YOR108W; ";4,72;6;98,25;15,633
N15:524916;chr15;524843;524989;"-1:YOR109W; +1*:Unit565; +13*:YOR108W; ";1,90;3;8;31,374
